Sasho,3,17,10.0,2017-12-07
Andro,1,17,5.88235294117647,2017-12-07
Sasho,0,17,0.0,2017-12-07
Andro,1,17,5.99,2017-12-07
Andro,2,19,10.526315789473683,2017-12-07
